parent,child,mutual
alimentation,cider,0
alimentation,citrange,0
alimentation,citrous fruit,0
alimentation,citrus,0
alimentation,citrus fruit,0
alimentation,cocoa,0
alimentation,condiment,0
alimentation,confect,0
alimentation,confection,0
alimentation,cornmeal mush,0
alimentation,criollo,0
alimentation,cusk,0
alimentation,cyder,0
alimentation,dainty,0
alimentation,dairy product,0
alimentation,delicacy,0
alimentation,dessert,0
alimentation,diet,0
alimentation,dietary supplement,0
alimentation,dish,0
alimentation,drink,0
alimentation,drinking water,0
alimentation,edible bean,0
alimentation,edible fruit,0
alimentation,endive,0
alimentation,escarole,0
alimentation,fare,0
alimentation,fish,0
alimentation,fixings,0
alimentation,flavorer,0
alimentation,flavoring,0
alimentation,flavourer,0
alimentation,flavouring,0
alimentation,food product,0
alimentation,foodstuff,0
alimentation,fortified wine,0
alimentation,french endive,0
alimentation,french pastry,0
alimentation,frozen dessert,0
alimentation,garden truck,0
alimentation,goody,0
alimentation,green,0
alimentation,green goods,0
alimentation,green groceries,0
alimentation,greens,0
alimentation,gumbo,0
alimentation,hand cheese,0
alimentation,hasty pudding,0
alimentation,hot cereal,0
alimentation,ice cream,0
alimentation,icecream,0
alimentation,inebriant,0
alimentation,ingredient,0
alimentation,intoxicant,0
alimentation,julienne vegetable,0
alimentation,kickshaw,0
alimentation,leafy vegetable,0
alimentation,legume,0
alimentation,lobster butter,0
alimentation,lox,0
alimentation,madeira,0
alimentation,milk,0
alimentation,molasses taffy,0
alimentation,morello,0
alimentation,multivitamin,0
alimentation,multivitamin pill,0
alimentation,mush,0
alimentation,napoleon,0
alimentation,native peach,0
alimentation,nougat,0
alimentation,nourishment,1
alimentation,nutrient,0
alimentation,nutrition,1
alimentation,okra,0
alimentation,osso buco,0
alimentation,paste,0
alimentation,pastry,0
alimentation,peach ice cream,0
alimentation,pepper steak,0
alimentation,peppered steak,0
alimentation,plantain,0
alimentation,plum pudding,0
alimentation,porridge,0
alimentation,produce,0
alimentation,pudding,0
alimentation,quandang,0
alimentation,quandong,0
alimentation,quantong,0
alimentation,rotgut,0
alimentation,salad,0
alimentation,salad green,0
alimentation,salad greens,0
alimentation,salmon,0
alimentation,saltwater fish,0
alimentation,scandinavian lox,0
alimentation,scrumpy,0
alimentation,seafood,0
alimentation,seasoner,0
alimentation,seasoning,0
alimentation,semi-skimmed milk,0
alimentation,smoked salmon,0
alimentation,solid food,0
alimentation,souffle,0
alimentation,sour cherry,0
alimentation,soy,0
alimentation,soya,0
alimentation,soya bean,0
alimentation,soybean,0
alimentation,spaghetti,0
alimentation,spread,0
alimentation,steak au poivre,0
alimentation,strawberry ice cream,0
alimentation,string cheese,0
alimentation,sustenance,1
alimentation,taffy,0
alimentation,tetrazzini,0
alimentation,treat,0
alimentation,trout,0
alimentation,veg,0
alimentation,vegetable,0
alimentation,veggie,0
alimentation,victuals,0
alimentation,vino,0
alimentation,vitamin,0
alimentation,vitamin b,0
alimentation,vitamin b complex,0
alimentation,vitamin pill,0
alimentation,water-soluble vitamin,0
alimentation,wine,0
alimentation,witloof,0
alimentation,yoghourt,0
alimentation,yoghurt,0
alimentation,yogurt,0
b complex,vitamin b complex,1
b vitamin,b complex,0
b vitamin,b-complex vitamin,0
b vitamin,vitamin b,1
b vitamin,vitamin b complex,0
b-complex vitamin,b complex,0
b-complex vitamin,vitamin b complex,0
baked goods,christmas pudding,0
baked goods,french pastry,0
baked goods,pastry,0
baked goods,souffle,0
bean,criollo,0
bean,edible bean,0
bean,soy,0
bean,soya,0
bean,soya bean,0
bean,soybean,0
belgian endive,french endive,1
belgian endive,witloof,0
beverage,alcohol,0
beverage,alcoholic beverage,0
beverage,alcoholic drink,0
beverage,buttermilk,0
beverage,cider,0
beverage,cocoa,0
beverage,cyder,0
beverage,drink,1
beverage,drinking water,0
beverage,fortified wine,0
beverage,inebriant,0
beverage,intoxicant,0
beverage,madeira,0
beverage,milk,0
beverage,rotgut,0
beverage,scrumpy,0
beverage,semi-skimmed milk,0
beverage,vino,0
beverage,wine,0
breakfast food,cereal,0
breakfast food,cornmeal mush,0
breakfast food,french pastry,0
breakfast food,hasty pudding,0
breakfast food,hot cereal,0
breakfast food,porridge,0
breakfast food,smoked salmon,0
breakfast food,souffle,0
candy,goody,1
candy,ice cream,0
candy,icecream,0
candy,molasses taffy,0
candy,nougat,0
candy,taffy,0
cereal,hasty pudding,0
cereal,hot cereal,0
cereal,porridge,0
charlotte,charlotte russe,0
cheese,hand cheese,0
cheese,string cheese,0
cherry,morello,0
cherry,sour cherry,0
chicory escarole,escarole,1
christmas pudding,plum pudding,0
cider,cyder,0
cider,scrumpy,0
citrous fruit,citrange,0
citrous fruit,citrus,1
citrus,citrange,0
citrus,citrous fruit,1
citrus fruit,citrange,0
citrus fruit,citrus,0
cocoa,criollo,0
condiment,flavorer,0
condiment,flavoring,0
condiment,flavourer,0
condiment,flavouring,0
condiment,lobster butter,0
condiment,seasoner,0
condiment,seasoning,0
condiment,spread,0
confect,candy,0
confect,goody,1
confect,ice cream,0
confect,icecream,0
confect,molasses taffy,0
confect,nougat,0
confect,strawberry ice cream,0
confect,taffy,0
confection,candy,0
confection,christmas pudding,0
confection,confect,0
confection,french pastry,0
confection,goody,0
confection,ice cream,0
confection,icecream,0
confection,molasses taffy,0
confection,napoleon,0
confection,nougat,0
confection,strawberry ice cream,0
confection,taffy,0
cornmeal mush,hasty pudding,0
course,christmas pudding,0
cyder,scrumpy,0
dainty,christmas pudding,0
dainty,confect,0
dainty,dessert,0
dainty,french pastry,0
dainty,goody,0
dainty,kickshaw,0
dainty,nougat,0
dainty,peach ice cream,0
dainty,plum pudding,0
dainty,strawberry ice cream,0
dainty,treat,0
dairy product,buttermilk,0
dairy product,cheese,0
dairy product,hand cheese,0
dairy product,ice cream,0
dairy product,icecream,0
dairy product,lobster butter,0
dairy product,milk,0
dairy product,peach ice cream,0
dairy product,semi-skimmed milk,0
dairy product,strawberry ice cream,0
dairy product,string cheese,0
dairy product,yoghourt,0
dairy product,yoghurt,0
dairy product,yogurt,0
delicacy,christmas pudding,0
delicacy,confect,0
delicacy,dainty,0
delicacy,dessert,0
delicacy,french pastry,0
delicacy,goody,0
delicacy,gumbo,0
delicacy,ice cream,0
delicacy,icecream,0
delicacy,kickshaw,0
delicacy,napoleon,0
delicacy,nougat,0
delicacy,peach ice cream,0
delicacy,plum pudding,0
delicacy,seafood,0
delicacy,smoked salmon,0
delicacy,souffle,0
delicacy,strawberry ice cream,0
delicacy,treat,0
dessert,afters,0
dessert,candy,0
dessert,charlotte,0
dessert,charlotte russe,0
dessert,christmas pudding,0
dessert,confect,0
dessert,confection,0
dessert,french pastry,0
dessert,frozen dessert,0
dessert,hasty pudding,0
dessert,ice cream,0
dessert,icecream,0
dessert,molasses taffy,0
dessert,napoleon,0
dessert,nougat,0
dessert,pastry,0
dessert,peach ice cream,0
dessert,plum pudding,0
dessert,pudding,0
dessert,souffle,0
dessert,strawberry ice cream,0
dessert,taffy,0
dietary supplement,b complex,0
dietary supplement,b vitamin,0
dietary supplement,b-complex vitamin,0
dietary supplement,multivitamin,0
dietary supplement,multivitamin pill,0
dietary supplement,vitamin,0
dietary supplement,vitamin b,0
dietary supplement,vitamin b complex,0
dietary supplement,vitamin pill,0
dietary supplement,water-soluble vitamin,0
dish,afters,0
dish,breakfast food,0
dish,charlotte,0
dish,charlotte russe,0
dish,chicken salad,0
dish,christmas pudding,0
dish,cornmeal mush,0
dish,delicacy,0
dish,dessert,0
dish,french pastry,0
dish,gumbo,0
dish,hasty pudding,0
dish,hot cereal,0
dish,ice cream,0
dish,icecream,0
dish,mush,0
dish,napoleon,0
dish,osso buco,0
dish,peach ice cream,0
dish,pepper steak,0
dish,peppered steak,0
dish,plum pudding,0
dish,porridge,0
dish,pudding,0
dish,salad,0
dish,seafood,0
dish,smoked salmon,0
dish,souffle,0
dish,spaghetti,0
dish,steak au poivre,0
dish,strawberry ice cream,0
dish,tetrazzini,0
dish,yoghourt,0
drink,alcohol,0
drink,alcoholic beverage,0
drink,alcoholic drink,0
drink,beverage,1
drink,buttermilk,0
drink,cider,0
drink,cocoa,0
drink,cyder,0
drink,drinking water,0
drink,fortified wine,0
drink,inebriant,0
drink,intoxicant,0
drink,madeira,0
drink,milk,0
drink,rotgut,0
drink,scrumpy,0
drink,semi-skimmed milk,0
drink,vino,0
drink,wine,0
drinkable,alcohol,0
drinkable,alcoholic beverage,0
drinkable,alcoholic drink,0
drinkable,beverage,0
drinkable,buttermilk,0
drinkable,cider,0
drinkable,cocoa,0
drinkable,cyder,0
drinkable,drink,0
drinkable,drinking water,0
drinkable,fortified wine,0
drinkable,inebriant,0
drinkable,intoxicant,0
drinkable,madeira,0
drinkable,milk,0
drinkable,potable,1
drinkable,rotgut,0
drinkable,scrumpy,0
drinkable,semi-skimmed milk,0
drinkable,vino,0
drinkable,wine,0
edible bean,criollo,0
edible bean,soy,0
edible bean,soya,0
edible bean,soya bean,0
edible bean,soybean,0
edible fruit,cherry,0
edible fruit,citrange,0
edible fruit,citrous fruit,0
edible fruit,citrus,0
edible fruit,citrus fruit,0
edible fruit,morello,0
edible fruit,native peach,0
edible fruit,plantain,0
edible fruit,quandang,0
edible fruit,quandong,0
edible fruit,quantong,0
edible fruit,sour cherry,0
endive,belgian endive,0
endive,chicory escarole,0
endive,escarole,0
endive,french endive,0
endive,witloof,0
escarole,chicory escarole,1
fare,afters,0
fare,breakfast food,0
fare,cereal,0
fare,charlotte russe,0
fare,chicken salad,0
fare,christmas pudding,0
fare,cornmeal mush,0
fare,cusk,0
fare,delicacy,0
fare,dessert,0
fare,dish,0
fare,fish,0
fare,food product,0
fare,foodstuff,0
fare,french pastry,0
fare,gumbo,0
fare,hand cheese,0
fare,hasty pudding,0
fare,hot cereal,0
fare,ice cream,0
fare,icecream,0
fare,kickshaw,0
fare,molasses taffy,0
fare,mush,0
fare,nougat,0
fare,osso buco,0
fare,peach ice cream,0
fare,pepper steak,0
fare,peppered steak,0
fare,plum pudding,0
fare,porridge,0
fare,pudding,0
fare,salad,0
fare,salad green,0
fare,scandinavian lox,0
fare,seafood,0
fare,semi-skimmed milk,0
fare,smoked salmon,0
fare,souffle,0
fare,spaghetti,0
fare,steak au poivre,0
fare,strawberry ice cream,0
fare,string cheese,0
fare,tetrazzini,0
fare,trout,0
fare,victuals,0
fare,yoghourt,0
fare,yoghurt,0
fare,yogurt,0
fish,cusk,0
fish,lox,0
fish,salmon,0
fish,saltwater fish,0
fish,scandinavian lox,0
fish,smoked salmon,0
fish,trout,0
flavorer,lobster butter,0
flavorer,seasoner,0
flavorer,seasoning,1
flavoring,flavorer,0
flavoring,flavourer,0
flavoring,flavouring,1
flavoring,lobster butter,0
flavoring,seasoning,1
flavourer,lobster butter,0
flavourer,seasoner,0
flavourer,seasoning,0
flavouring,flavoring,1
flavouring,flavourer,0
flavouring,lobster butter,0
flavouring,seasoning,1
food product,afters,0
food product,alcohol,0
food product,alcoholic beverage,0
food product,alcoholic drink,0
food product,alimentary paste,0
food product,baked goods,0
food product,bean,0
food product,belgian endive,0
food product,beverage,0
food product,breakfast food,0
food product,buttermilk,0
food product,candy,0
food product,cereal,0
food product,charlotte,0
food product,charlotte russe,0
food product,cheese,0
food product,cherry,0
food product,chicken salad,0
food product,chicory escarole,0
food product,christmas pudding,0
food product,cider,0
food product,citrange,0
food product,citrous fruit,0
food product,citrus,0
food product,citrus fruit,0
food product,cocoa,0
food product,condiment,0
food product,confect,0
food product,confection,0
food product,cornmeal mush,0
food product,criollo,0
food product,cusk,0
food product,cyder,0
food product,dairy product,0
food product,delicacy,0
food product,dessert,0
food product,dietary supplement,0
food product,dish,0
food product,drink,0
food product,drinking water,0
food product,edible bean,0
food product,edible fruit,0
food product,endive,0
food product,escarole,0
food product,fish,0
food product,fixings,0
food product,flavorer,0
food product,flavoring,0
food product,flavourer,0
food product,flavouring,0
food product,foodstuff,1
food product,fortified wine,0
food product,french endive,0
food product,french pastry,0
food product,frozen dessert,0
food product,goody,0
food product,green,0
food product,green goods,0
food product,green groceries,0
food product,greens,0
food product,gumbo,0
food product,hand cheese,0
food product,hasty pudding,0
food product,hot cereal,0
food product,ice cream,0
food product,icecream,0
food product,julienne,0
food product,julienne vegetable,0
food product,kickshaw,0
food product,leafy vegetable,0
food product,legume,0
food product,lobster butter,0
food product,lox,0
food product,madeira,0
food product,milk,0
food product,molasses taffy,0
food product,morello,0
food product,multivitamin pill,0
food product,mush,0
food product,napoleon,0
food product,native peach,0
food product,nougat,0
food product,okra,0
food product,osso buco,0
food product,paste,0
food product,pastry,0
food product,peach ice cream,0
food product,pepper steak,0
food product,peppered steak,0
food product,plantain,0
food product,plum pudding,0
food product,porridge,0
food product,produce,0
food product,pudding,0
food product,quandang,0
food product,quandong,0
food product,quantong,0
food product,rotgut,0
food product,salad,0
food product,salad green,0
food product,salad greens,0
food product,salmon,0
food product,saltwater fish,0
food product,scandinavian lox,0
food product,scrumpy,0
food product,seafood,0
food product,seasoner,0
food product,seasoning,0
food product,semi-skimmed milk,0
food product,smoked salmon,0
food product,solid food,0
food product,souffle,0
food product,sour cherry,0
food product,soy,0
food product,soya,0
food product,soya bean,0
food product,soybean,0
food product,spaghetti,0
food product,spread,0
food product,steak au poivre,0
food product,strawberry ice cream,0
food product,string cheese,0
food product,taffy,0
food product,tetrazzini,0
food product,treat,0
food product,trout,0
food product,veg,0
food product,vegetable,0
food product,veggie,0
food product,victuals,1
food product,vino,0
food product,vitamin pill,0
food product,wine,0
food product,witloof,0
food product,yoghourt,0
food product,yoghurt,0
food product,yogurt,0
foodstuff,afters,0
foodstuff,alcohol,0
foodstuff,alcoholic beverage,0
foodstuff,alcoholic drink,0
foodstuff,alimentary paste,0
foodstuff,b complex,0
foodstuff,b vitamin,0
foodstuff,b-complex vitamin,0
foodstuff,baked goods,0
foodstuff,bean,0
foodstuff,belgian endive,0
foodstuff,beverage,0
foodstuff,breakfast food,0
foodstuff,buttermilk,0
foodstuff,candy,0
foodstuff,cereal,0
foodstuff,charlotte,0
foodstuff,charlotte russe,0
foodstuff,cheese,0
foodstuff,cherry,0
foodstuff,chicken salad,0
foodstuff,chicory escarole,0
foodstuff,christmas pudding,0
foodstuff,cider,0
foodstuff,citrange,0
foodstuff,citrous fruit,0
foodstuff,citrus,0
foodstuff,citrus fruit,0
foodstuff,cocoa,0
foodstuff,condiment,0
foodstuff,confect,0
foodstuff,confection,0
foodstuff,cornmeal mush,0
foodstuff,criollo,0
foodstuff,cusk,0
foodstuff,cyder,0
foodstuff,dairy product,0
foodstuff,delicacy,0
foodstuff,dessert,0
foodstuff,dietary supplement,0
foodstuff,dish,0
foodstuff,drink,0
foodstuff,drinking water,0
foodstuff,edible bean,0
foodstuff,edible fruit,0
foodstuff,endive,0
foodstuff,escarole,0
foodstuff,fish,0
foodstuff,fixings,0
foodstuff,flavorer,0
foodstuff,flavoring,0
foodstuff,flavourer,0
foodstuff,flavouring,0
foodstuff,food product,1
foodstuff,fortified wine,0
foodstuff,french endive,0
foodstuff,french pastry,0
foodstuff,frozen dessert,0
foodstuff,goody,0
foodstuff,green,0
foodstuff,green goods,0
foodstuff,green groceries,0
foodstuff,greens,0
foodstuff,gumbo,0
foodstuff,hand cheese,0
foodstuff,hasty pudding,0
foodstuff,hot cereal,0
foodstuff,ice cream,0
foodstuff,icecream,0
foodstuff,inebriant,0
foodstuff,ingredient,1
foodstuff,intoxicant,0
foodstuff,julienne,0
foodstuff,julienne vegetable,0
foodstuff,kickshaw,0
foodstuff,leafy vegetable,0
foodstuff,legume,0
foodstuff,lobster butter,0
foodstuff,lox,0
foodstuff,madeira,0
foodstuff,milk,0
foodstuff,molasses taffy,0
foodstuff,morello,0
foodstuff,multivitamin,0
foodstuff,multivitamin pill,0
foodstuff,mush,0
foodstuff,napoleon,0
foodstuff,native peach,0
foodstuff,nougat,0
foodstuff,nutrient,0
foodstuff,nutriment,1
foodstuff,okra,0
foodstuff,osso buco,0
foodstuff,paste,0
foodstuff,pastry,0
foodstuff,peach ice cream,0
foodstuff,pepper steak,0
foodstuff,peppered steak,0
foodstuff,plantain,0
foodstuff,plum pudding,0
foodstuff,porridge,0
foodstuff,produce,0
foodstuff,pudding,0
foodstuff,quandang,0
foodstuff,quandong,0
foodstuff,quantong,0
foodstuff,rotgut,0
foodstuff,salad,0
foodstuff,salad green,0
foodstuff,salad greens,0
foodstuff,salmon,0
foodstuff,saltwater fish,0
foodstuff,scandinavian lox,0
foodstuff,scrumpy,0
foodstuff,seafood,0
foodstuff,seasoner,0
foodstuff,seasoning,0
foodstuff,semi-skimmed milk,0
foodstuff,smoked salmon,0
foodstuff,solid food,0
foodstuff,souffle,0
foodstuff,sour cherry,0
foodstuff,soy,0
foodstuff,soya,0
foodstuff,soya bean,0
foodstuff,soybean,0
foodstuff,spaghetti,0
foodstuff,spread,0
foodstuff,steak au poivre,0
foodstuff,strawberry ice cream,0
foodstuff,string cheese,0
foodstuff,taffy,0
foodstuff,tetrazzini,0
foodstuff,treat,0
foodstuff,trout,0
foodstuff,veg,0
foodstuff,vegetable,0
foodstuff,veggie,0
foodstuff,victuals,1
foodstuff,vino,0
foodstuff,vitamin,0
foodstuff,vitamin b,0
foodstuff,vitamin b complex,0
foodstuff,vitamin pill,0
foodstuff,water-soluble vitamin,0
foodstuff,wine,0
foodstuff,witloof,0
foodstuff,yoghourt,0
foodstuff,yoghurt,0
foodstuff,yogurt,0
fortified wine,madeira,0
french endive,belgian endive,1
french endive,witloof,0
french pastry,charlotte,0
french pastry,charlotte russe,0
french pastry,napoleon,0
frozen dessert,ice cream,0
frozen dessert,icecream,0
frozen dessert,peach ice cream,0
frozen dessert,strawberry ice cream,0
goody,candy,1
goody,christmas pudding,0
goody,confect,1
goody,french pastry,0
goody,ice cream,0
goody,icecream,0
goody,kickshaw,0
goody,nougat,0
goody,peach ice cream,0
goody,plum pudding,0
goody,souffle,0
goody,strawberry ice cream,0
goody,taffy,0
goody,treat,1
green,belgian endive,0
green,endive,0
green,escarole,0
green,french endive,0
green,leafy vegetable,0
green,salad green,0
green,salad greens,0
greens,belgian endive,0
greens,chicory escarole,0
greens,endive,0
greens,escarole,0
greens,french endive,0
greens,leafy vegetable,0
greens,salad green,0
greens,salad greens,0
greens,witloof,0
hot cereal,cornmeal mush,0
hot cereal,hasty pudding,0
hot cereal,mush,0
hot cereal,porridge,1
ice cream,peach ice cream,0
ice cream,strawberry ice cream,0
icecream,peach ice cream,0
icecream,strawberry ice cream,0
inebriant,alcohol,0
inebriant,alcoholic beverage,0
inebriant,alcoholic drink,0
inebriant,cider,0
inebriant,cyder,0
inebriant,fortified wine,0
inebriant,madeira,0
inebriant,rotgut,0
inebriant,scrumpy,0
inebriant,vino,0
inebriant,wine,0
ingredient,alcohol,0
ingredient,alcoholic beverage,0
ingredient,alcoholic drink,0
ingredient,alimentary paste,0
ingredient,b complex,0
ingredient,b vitamin,0
ingredient,b-complex vitamin,0
ingredient,baked goods,0
ingredient,bean,0
ingredient,belgian endive,0
ingredient,beverage,0
ingredient,buttermilk,0
ingredient,candy,0
ingredient,cereal,0
ingredient,cheese,0
ingredient,cherry,0
ingredient,cider,0
ingredient,citrange,0
ingredient,citrous fruit,0
ingredient,citrus,0
ingredient,citrus fruit,0
ingredient,cocoa,0
ingredient,condiment,0
ingredient,confect,0
ingredient,confection,0
ingredient,cornmeal mush,0
ingredient,dairy product,0
ingredient,dietary supplement,0
ingredient,drinkable,0
ingredient,drinking water,0
ingredient,edible bean,0
ingredient,edible fruit,0
ingredient,endive,0
ingredient,escarole,0
ingredient,fish,0
ingredient,fixings,0
ingredient,flavorer,0
ingredient,flavoring,0
ingredient,flavourer,0
ingredient,flavouring,0
ingredient,food product,0
ingredient,foodstuff,1
ingredient,fortified wine,0
ingredient,french endive,0
ingredient,french pastry,0
ingredient,frozen dessert,0
ingredient,green,0
ingredient,green goods,0
ingredient,green groceries,0
ingredient,greens,0
ingredient,hand cheese,0
ingredient,hasty pudding,0
ingredient,hot cereal,0
ingredient,ice cream,0
ingredient,icecream,0
ingredient,inebriant,0
ingredient,intoxicant,0
ingredient,julienne,0
ingredient,julienne vegetable,0
ingredient,leafy vegetable,0
ingredient,legume,0
ingredient,lobster butter,0
ingredient,lox,0
ingredient,madeira,0
ingredient,milk,0
ingredient,molasses taffy,0
ingredient,morello,0
ingredient,multivitamin,0
ingredient,multivitamin pill,0
ingredient,mush,0
ingredient,native peach,0
ingredient,nougat,0
ingredient,nutrient,0
ingredient,nutriment,1
ingredient,okra,0
ingredient,paste,0
ingredient,pastry,0
ingredient,peach ice cream,0
ingredient,plantain,0
ingredient,porridge,0
ingredient,produce,0
ingredient,pudding,0
ingredient,quandang,0
ingredient,quandong,0
ingredient,quantong,0
ingredient,rotgut,0
ingredient,salad green,0
ingredient,salad greens,0
ingredient,salmon,0
ingredient,saltwater fish,0
ingredient,scandinavian lox,0
ingredient,scrumpy,0
ingredient,seafood,0
ingredient,seasoner,0
ingredient,seasoning,0
ingredient,semi-skimmed milk,0
ingredient,smoked salmon,0
ingredient,sour cherry,0
ingredient,soy,0
ingredient,soya,0
ingredient,soya bean,0
ingredient,soybean,0
ingredient,spaghetti,0
ingredient,spread,0
ingredient,strawberry ice cream,0
ingredient,string cheese,0
ingredient,taffy,0
ingredient,trout,0
ingredient,veg,0
ingredient,vegetable,0
ingredient,veggie,0
ingredient,vino,0
ingredient,vitamin,0
ingredient,vitamin b,0
ingredient,vitamin b complex,0
ingredient,vitamin pill,0
ingredient,water-soluble vitamin,0
ingredient,wine,0
ingredient,witloof,0
ingredient,yoghourt,0
ingredient,yoghurt,0
ingredient,yogurt,0
intoxicant,alcohol,0
intoxicant,alcoholic beverage,0
intoxicant,alcoholic drink,0
intoxicant,cider,0
intoxicant,cyder,0
intoxicant,fortified wine,0
intoxicant,inebriant,0
intoxicant,madeira,0
intoxicant,rotgut,0
intoxicant,scrumpy,0
intoxicant,vino,0
intoxicant,wine,0
julienne,julienne vegetable,0
kickshaw,christmas pudding,0
kickshaw,confect,0
kickshaw,french pastry,0
kickshaw,nougat,0
kickshaw,peach ice cream,0
kickshaw,plum pudding,0
kickshaw,souffle,0
kickshaw,treat,1
leafy vegetable,belgian endive,0
leafy vegetable,chicory escarole,0
leafy vegetable,endive,0
leafy vegetable,escarole,0
leafy vegetable,french endive,0
leafy vegetable,salad green,0
leafy vegetable,salad greens,0
leafy vegetable,witloof,0
legume,bean,0
legume,criollo,0
legume,edible bean,0
legume,okra,0
legume,soy,0
legume,soya,0
legume,soya bean,0
legume,soybean,0
lox,scandinavian lox,0
milk,buttermilk,0
milk,semi-skimmed milk,0
morello,sour cherry,1
multivitamin,multivitamin pill,0
mush,cornmeal mush,0
mush,hasty pudding,0
nourishment,afters,0
nourishment,alcoholic beverage,0
nourishment,aliment,0
nourishment,alimentary paste,0
nourishment,alimentation,1
nourishment,baked goods,0
nourishment,bean,0
nourishment,belgian endive,0
nourishment,beverage,0
nourishment,breakfast food,0
nourishment,buttermilk,0
nourishment,candy,0
nourishment,cereal,0
nourishment,charlotte russe,0
nourishment,cheese,0
nourishment,cherry,0
nourishment,chicken salad,0
